Ticker,Company,Industry,Institutional Ownership,Market Cap ($M),PB Ratio,PS Ratio,Operating Margin %,Net Margin %,Price,Avg Daily TradeVolume
EXEL,Exelixis Inc,Biotechnology,93.51,"5,739.66",3.59,6.21,42.23,64.05,$18.89 ,"3,167,901"
EXFO,EXFO Inc,Hardware,14.74,247.61,1.43,0.87,1.6,-0.86,$4.45 ,"26,930"
EXK,Endeavour Silver Corp,Metals & Mining,28.91,334.39,2.46,2.61,-26.23,-27.97,$2.39 ,"2,669,195"
EXLS,ExlService Holdings Inc,Software,90.96,"2,390.37",3.68,2.5,8.09,5.17,$70.11 ,"133,476"
EXP,Eagle Materials Inc,Building Materials,99.69,"3,799.29",3.76,2.89,18.72,3.07,$91.26 ,"374,428"
EXPD,Expeditors International of Washington Inc,Transportation,81.47,"13,165.97",5.97,1.62,9.6,7.56,$77.31 ,"1,146,914"
EXPR,"Express, Inc.",Retail - Cyclical,28.3,315.06,0.6,0.16,-0.76,-1.17,$4.93 ,"1,902,866"
EXTN,Exterran Corp,Oil & Gas,99.71,269.97,0.55,0.21,4.07,-0.61,$8.06 ,"257,732"
EXTR,Extreme Networks Inc,Hardware,99.38,906.87,9.67,0.89,-1.45,-5.39,$7.46 ,"1,388,853"
EYE,National Vision Holdings Inc,Retail - Cyclical,7.97,"2,598.24",3.41,1.58,4.09,0.62,$32.84 ,"657,227"
EZPW,EZCORP Inc,Credit Services,98.76,372.64,0.52,0.44,5.97,0.2,$6.71 ,"784,720"
F,Ford Motor Co,Vehicles & Parts,74.37,"37,468.28",1.09,0.24,1.05,1.01,$9.45 ,"35,898,466"
FANG,Diamondback Energy Inc,Oil & Gas,93.63,"14,650.20",1.05,4.07,37.52,29.59,$91.31 ,"2,139,702"
FANH,Fanhua Inc,Insurance,32.75,"1,628.04",4.33,2.69,12.26,14.72,$25.57 ,"233,503"
FARM,Farmer Bros Co,Consumer Packaged Goods,88.9,249.2,1.54,0.42,-2.99,-11.23,$14.53 ,"84,655"
FARO,Faro Technologies Inc,Hardware,95.64,883.61,2.4,2.31,-1.17,-1.71,$50.77 ,"126,110"
FAST,Fastenal Co,Industrial Distribution,74.19,"21,186.10",8.22,4.01,19.87,14.77,$36.94 ,"4,445,719"
FB,Facebook Inc,Interactive Media,94.64,"592,564.43",6.31,9.01,34.49,27.08,$207.79 ,"13,734,148"
FBHS,Fortune Brands Home & Security Inc,"Furnishings, Fixtures & Appliances",98.78,"9,113",3.95,1.6,12.87,7.23,$65.49 ,"1,261,404"
FBM,Foundation Building Materials Inc,Industrial Distribution,6.08,812.94,2.06,0.38,4.18,2.28,$18.91 ,"347,523"
FC,Franklin Covey Co,Business Services,65.73,462.15,5.75,2.09,1.18,-0.45,$33.74 ,"45,172"
FCAU,Fiat Chrysler Automobiles NV,Vehicles & Parts,34.36,"29,330.67",0.97,0.19,3.98,5.94,$14.84 ,"6,322,752"
FCFS,FirstCash Inc,Credit Services,98.25,"3,450.20",2.6,1.89,13.81,8.58,$80.84 ,"284,843"
FCN,FTI Consulting Inc,Business Services,20,"4,172.89",2.86,1.89,13.4,9.37,$110.89 ,"425,740"
FCX,Freeport-McMoRan Inc,Metals & Mining,97.97,"19,108.55",2.01,1.33,3.79,1.67,$13.17 ,"22,288,194"
FDP,Fresh Del Monte Produce Inc,Consumer Packaged Goods,99.42,"1,682.89",0.96,0.37,2.52,1.38,$35 ,"210,263"
FDX,FedEx Corp,Transportation,90.79,"39,818.05",2.16,0.57,5.99,0.11,$152.49 ,"2,943,078"
FE,FirstEnergy Corp,Utilities - Regulated,99.19,"26,210.53",3.59,2.33,20.44,10.49,$48.51 ,"4,499,242"
FELE,Franklin Electric Co Inc,Industrial Products,63.5,"2,623.18",3.4,2,9.89,7.62,$56.58 ,"121,296"
FENG,Phoenix New Media Ltd,Interactive Media,14.57,150.67,0.26,0.7,-21.58,-15.5,$2.07 ,"143,903"
FEYE,FireEye Inc,Software,89.45,"3,613.12",5.16,3.85,-23.1,-29.44,$16.67 ,"3,165,922"
FF,FutureFuel Corp,Chemicals,72.38,545.89,1.35,2.17,7.37,7.04,$12.48 ,"107,163"
FFIV,F5 Networks Inc,Software,96.3,"8,455.22",4.75,3.75,23.12,19.07,$139.08 ,"661,613"
FI,Frank's International NV,Oil & Gas,60.14,"1,181.64",1.2,2,-9.91,-14.18,$5.24 ,"511,154"
FII,Federated Investors Inc,Asset Management,98.86,"3,334.55",3.5,2.52,26.1,19.73,$32.97 ,"471,142"
FINV,FinVolution Group,Credit Services,18.55,713.64,0.72,0.96,34.53,50.18,$2.40 ,"1,665,191"
FIS,Fidelity National Information Services Inc,Software,84.64,"85,245.06",1.73,5.6,15.31,8.23,$138.70 ,"3,204,954"
FISV,Fiserv Inc,Diversified Financial Services,98.09,"78,888.20",2.43,7,20.17,12.11,$116.03 ,"2,825,173"
FIT,Fitbit Inc,Hardware,79.96,"1,759.34",2.94,1.12,-12.95,-12.27,$6.64 ,"20,232,587"
FIX,Comfort Systems USA Inc,Construction,98.16,"1,870.11",3.35,0.76,6.19,4.24,$50.99 ,"242,277"
FIZZ,National Beverage Corp,Beverages - Non-Alcoholic,41.93,"2,397.96",6.04,2.47,15.47,12.1,$51.50 ,"592,076"
FL,Foot Locker Inc,Manufacturing - Apparel & Accessories,24.4,"4,275.68",1.77,0.56,9.04,6.39,$40.89 ,"2,797,386"
FLEX,Flex Ltd,Hardware,19.2,"6,526.67",2.33,0.26,1.28,-0.72,$12.84 ,"4,865,109"
FLGT,Fulgent Genetics Inc,Medical Diagnostics & Research,13.28,271.1,4.97,9.14,-3.52,-7.27,$14.49 ,"395,071"
FLIR,FLIR Systems Inc,Hardware,97.1,"6,996.08",3.74,3.88,16.98,14.54,$52.15 ,"630,861"
FLMN,Falcon Minerals Corp,Oil & Gas,48.23,613.66,4.62,4,61.2,22.84,$7.14 ,"281,317"
FLNT,Fluent Inc,Media - Diversified,43.18,191.25,0.91,0.74,2.91,-0.39,$2.49 ,"435,991"
FLO,Flowers Foods Inc,Consumer Packaged Goods,87.9,"4,613.13",3.56,1.13,6.51,4.48,$21.81 ,"1,042,774"
FLOW,SPX FLOW Inc,Industrial Products,97.03,"2,092.58",2.18,0.97,9.33,1.08,$49.16 ,"318,159"
FLR,Fluor Corp,Construction,90.18,"2,619.87",1.67,0.13,-1.29,-6.48,$18.69 ,"2,338,678"
FLS,Flowserve Corp,Industrial Products,40.56,"6,523.37",3.76,1.69,9.85,6.39,$49.85 ,"749,111"
FLT,Fleetcor Technologies Inc,Software,92.21,"24,559.09",6.31,9.82,51.95,37.08,$283 ,"603,172"
FLWS,1-800-Flowers.com Inc,Retail - Cyclical,52.97,913.96,2.77,0.72,3.74,2.9,$14.15 ,"343,022"
FLXS,Flexsteel Industries Inc,"Furnishings, Fixtures & Appliances",87.41,164.63,0.77,0.38,-3.07,-5.66,$20.73 ,"34,035"
FLY,Fly Leasing Ltd,Business Services,51.2,613.98,0.76,1.45,57.86,41.02,$19.87 ,"165,093"
FMC,FMC Corp,Agriculture,83.98,"13,154.66",4.98,2.73,22.02,10.35,$101.49 ,"903,813"
FMS,Fresenius Medical Care AG & Co. KGaA,Healthcare Providers & Services,1.71,"22,695.20",1.62,1.16,12.73,7.45,$37.78 ,"236,980"
FMX,Fomento Economico Mexicano SAB de CV,Beverages - Alcoholic,6.11,"168,730.96",3.03,1.99,9.56,5.42,$94.31 ,"434,546"
FN,Fabrinet,Hardware,99.79,"2,419.97",2.74,1.5,7.99,7.41,$65.40 ,"283,379"
FND,Floor & Decor Holdings Inc,Retail - Cyclical,99.87,"5,083.21",7.02,2.69,7.18,6.81,$50.30 ,"1,218,807"
FNKO,Funko Inc,Travel & Leisure,63.41,815.87,3.63,0.61,10.3,2.83,$16.51 ,"1,011,058"
FOCS,Focus Financial Partners Inc,Capital Markets,95.46,"2,098.92",4.21,1.26,7.08,0.78,$30.22 ,"276,137"
FOE,Ferro Corp,Chemicals,14.79,"1,229.53",3.26,0.79,8.66,3.13,$15 ,"748,278"
FONR,Fonar Corp,Medical Devices & Instruments,60.36,130.04,1.09,1.45,25.03,17.34,$19.78 ,"18,449"
FOR,Forestar Group Inc,Real Estate,39.6,"1,001.53",1.08,2.04,8.57,7.7,$20.86 ,"83,456"
FORM,FormFactor Inc,Semiconductors,95.39,"1,978.79",3.21,3.62,6.87,19.18,$26.14 ,"525,188"
FORR,Forrester Research Inc,Business Services,76.4,784.35,5.31,1.81,2.56,-2.08,$42.12 ,"62,288"
FOSL,Fossil Group Inc,Retail - Cyclical,98.97,388.48,0.76,0.17,3.74,0.09,$7.69 ,"1,578,923"
FOX,Fox Corp,Media - Diversified,32.32,"23,127.14",2.24,2.01,21.88,12.94,$36.80 ,"1,355,562"
FOXA,Fox Corp,Media - Diversified,74.33,"23,104.65",2.26,2.02,21.88,12.94,$37.57 ,"4,265,211"
FOXF,Fox Factory Holding Corp,Vehicles & Parts,85.15,"2,628.91",6.61,3.71,15.17,12.56,$68.24 ,"197,963"
FPI,Farmland Partners Inc,REITs,25.56,352.98,0.85,4.28,48,22.84,$6.81 ,"106,764"
FPIpB,Farmland Partners Inc,REITs,3.08,350.91,0.84,4.26,48,22.84,$24.66 ,"15,623"
FRG,Franchise Group Inc,Personal Services,7.93,548.32,2.36,2.16,-1.09,0.46,$24.49 ,"19,408"
FRGI,Fiesta Restaurant Group Inc,Restaurants,74.23,270.08,1.41,0.38,2.39,-10.65,$9.83 ,"298,284"
FRO,Frontline Ltd,Oil & Gas,34.26,"2,490.70",1.66,2.61,18.17,6.76,$12.65 ,"1,151,611"
FRTA,Forterra Inc,Construction,3.29,763.74,6.14,0.52,4.28,-1.1,$11.80 ,"389,226"
FSLR,First Solar Inc,Semiconductors,86.98,"6,183.16",1.19,2.63,-1.4,-0.14,$58.66 ,"1,009,468"
FSLY,Fastly Inc,Software,17.19,"1,893.70",7.3,8.41,-21.71,-24.56,$20.22 ,"1,494,419"
FSM,Fortuna Silver Mines Inc,Metals & Mining,57.32,642.63,1.05,2.59,19.39,2.86,$4.02 ,"2,032,422"
FSP,Franklin Street Properties Corp,REITs,58.86,909.33,1.16,3.42,15.55,1.57,$8.48 ,"304,051"
FSS,Federal Signal Corp,Industrial Products,99.14,"1,955.01",3.24,1.68,12.32,9.37,$32.31 ,"409,569"
FSTR,L.B. Foster Co,Transportation,98.22,213.39,1.5,0.31,4.26,-3.71,$20.17 ,"26,692"
FTAI,Fortress Transportation and Infrastructure Investo,Business Services,39.62,"1,691.27",1.59,2.91,10.76,6.97,$19.92 ,"239,128"
FTCH,Farfetch Ltd,Retail - Cyclical,79.92,"3,099.78",2.45,3.77,-34.31,-35.85,$10.18 ,"3,910,654"
FTI,TechnipFMC PLC,Oil & Gas,42.5,"9,512.68",0.93,0.74,7.41,-17.2,$21.14 ,"3,489,942"
FTK,Flotek Industries Inc,Oil & Gas,83.22,118.45,0.58,0.85,-34.07,11.06,$2.05 ,"364,894"
FTS,Fortis Inc,Utilities - Regulated,75.76,"19,067.47",1.5,2.69,27.12,18.9,$41.17 ,"475,308"
FTSI,FTS International Inc,Oil & Gas,69.03,117.95,2.56,0.15,6.64,-3.79,$1.10 ,"693,387"
FTV,Fortive Corp,Hardware,29.08,"25,618.50",3.59,3.66,14.18,37.57,$76.29 ,"1,931,982"
FUL,H.B. Fuller Co,Chemicals,65.44,"2,638.29",2.24,0.92,8.7,4.78,$51.75 ,"319,717"
FVRR,Fiverr International Ltd,Retail - Cyclical,2.36,724.98,4.74,4.66,-33.35,-32.55,$23.39 ,"206,771"
FWONA,Liberty Formula One Group,Media - Diversified,13.14,"10,554.43",1.89,5.14,-2.07,-18.59,$43.74 ,"98,278"
FWONK,Liberty Formula One Group,Media - Diversified,90.52,"10,565.71",1.88,5.15,-2.07,-18.59,$45.97 ,"786,227"
FWRD,Forward Air Corp,Transportation,30.27,"1,952.33",3.46,1.42,8.74,6.54,$69.30 ,"128,065"
G,Genpact Ltd,Software,97.3,"8,086.65",5.06,2.42,12.78,8.82,$42.57 ,"1,334,590"
GAIA,Gaia Inc,Interactive Media,64.89,156.45,2.18,2.9,-48.35,-49.79,$8.51 ,"93,377"
GASS,StealthGas Inc,Oil & Gas,56.32,145.77,0.26,0.98,14.44,-2.54,$3.64 ,"40,135"
GATX,GATX Corp,Business Services,14.04,"2,990.17",1.7,2.26,23.33,14.63,$85.19 ,"209,345"
GBX,Greenbrier Companies Inc,Transportation,97.87,"1,063.61",0.83,0.36,5.05,2.34,$32.63 ,"277,310"
GCAP,GAIN Capital Holdings Inc,Capital Markets,66.81,150.46,0.59,0.63,-13.66,-13.05,$4.02 ,"136,745"
GCI,Gannett Co Inc,Media - Diversified,91.95,770.46,0.61,0.24,3.9,-0.73,$6.27 ,"1,763,778"
GCO,Genesco Inc,Retail - Cyclical,32.69,724.14,1.27,0.38,4.22,-1.74,$49.26 ,"350,395"
GCP,GCP Applied Technologies Inc,Chemicals,99.43,"1,644.87",3.2,1.58,8.92,6.29,$22.63 ,"323,380"
GD,General Dynamics Corp,Aerospace & Defense,99.71,"51,551.45",3.84,1.33,11.67,8.66,$178.19 ,"1,318,048"
GDEN,Golden Entertainment Inc,Travel & Leisure,69.49,537.62,1.8,0.57,5.06,-6.07,$19.33 ,"120,132"
GDI,Gardner Denver Holdings Inc,Industrial Products,8.03,"7,561.17",4.24,3.01,15.95,8.9,$36.95 ,"1,221,287"
GDOT,Green Dot Corp,Credit Services,93.03,"1,194.20",1.27,1.16,9.71,10.51,$23.19 ,"974,632"
GE,General Electric Co,Industrial Products,87.89,"98,077.77",3.5,0.75,7.93,-3.79,$11.23 ,"57,332,940"
GEF,Greif Inc,Packaging & Containers,57.93,"2,298.92",2.31,0.56,9.85,3.72,$44.33 ,"169,901"
GEF.B,Greif Inc,Packaging & Containers,14.69,"2,282.77",2.3,0.56,9.85,3.72,$51.20 ,"16,310"
GEL,Genesis Energy LP,Oil & Gas,87.76,"2,580.28",1.11,0.99,11.78,1.9,$21.05 ,"630,967"
GENC,Gencor Industries Inc,Farm & Heavy Construction Machinery,60.35,170.68,1.11,2.11,11.64,12.54,$11.70 ,"13,982"
GEO,The GEO Group Inc,REITs,47.81,"2,072.62",2.06,0.83,12.12,6.59,$17.09 ,"1,359,316"
GEOS,Geospace Technologies Corp,Oil & Gas,96.78,233.1,1.29,2.41,-8.03,-0.15,$17.10 ,"56,000"
GES,Guess? Inc,Retail - Cyclical,99.73,"1,451.28",2.57,0.63,4.52,1.48,$22.11 ,"1,268,356"
GFF,Griffon Corp,Industrial Products,98.5,955.04,2.01,0.4,6.12,1.69,$20.36 ,"196,190"
GFI,Gold Fields Ltd,Metals & Mining,57.46,"5,510.39",1.92,2.08,16.34,3.43,$6.65 ,"6,161,757"
GFN,General Finance Corp,Business Services,32.43,333.58,2.4,0.88,16.29,1.8,$10.91 ,"28,927"
GGB,Gerdau SA,Steel,22.92,"6,913.57",1.22,0.82,8.5,3.63,$4.83 ,"9,730,765"
GGG,Graco Inc,Industrial Products,57.26,"8,685.91",8.83,5.44,25.42,20.29,$52.08 ,"550,388"
GHC,Graham Holdings Co,Education,96.13,"3,423.57",1.12,1.2,6.68,8.35,$644.21 ,"21,147"
GHDX,Genomic Health Inc,Medical Diagnostics & Research,99.64,"2,384.56",6.82,5.57,12.56,12.81,$63.44 ,"2,006,812"
GHG,GreenTree Hospitality Group Ltd,Travel & Leisure,11.25,"1,271.34",4.75,8.12,51.13,40.71,$12.48 ,"29,748"
GHM,Graham Corp,Industrial Products,98.54,219.61,2.23,2.63,0.93,-3.82,$22.22 ,"24,670"
GIB,CGI Inc,Software,80.8,"22,568.95",4.32,2.54,15.09,10.43,$83.80 ,"159,509"
GIII,G-III Apparel Group Ltd,Retail - Cyclical,74.59,"1,586.85",1.28,0.51,7.57,4.5,$33.18 ,"618,604"
GIL,Gildan Activewear Inc,Manufacturing - Apparel & Accessories,61.19,"5,984.84",3.03,2.05,14.51,9.85,$29.40 ,"885,427"
GILD,Gilead Sciences Inc,Drug Manufacturers,96.29,"83,993.03",4.08,3.8,19.4,12.04,$66.39 ,"6,648,312"
GILT,Gilat Satellite Networks Ltd,Hardware,23.23,434.67,1.89,1.72,9.35,6.99,$7.84 ,"24,424"
GIS,General Mills Inc,Consumer Packaged Goods,97.47,"31,704.50",4.15,1.91,17.55,12.62,$52.42 ,"3,307,612"
GLDD,Great Lakes Dredge & Dock Corp,Construction,97.09,730.6,2.78,1.03,13.39,3.56,$11.43 ,"395,887"
GLIBA,GCI Liberty Inc,Telecommunication Services,98.42,"7,468.78",1.35,8.36,-7.47,56.87,$70.52 ,"468,960"
GLOB,Globant SA,Software,90.92,"4,010.65",9.7,6.67,13.35,8.46,$109.58 ,"287,993"
GLOG,GasLog Ltd,Oil & Gas,62.73,787.91,1.03,1.2,45.32,-5.44,$9.76 ,"580,612"
GLOP,GasLog Partners LP,Oil & Gas,58.78,790.2,0.71,2.12,65.41,26.06,$15.63 ,"238,288"
GLP,Global Partners LP,Oil & Gas,45.51,699.29,1.44,0.05,1.54,0.69,$20.57 ,"92,360"
GLPI,Gaming and Leisure Properties Inc,REITs,63.48,"9,171.67",4.38,7.89,62.13,27.62,$42.72 ,"902,647"
GLT,P.H. Glatfelter Co,Forest Products,99.9,807.45,1.51,0.88,4.41,-6.13,$18.28 ,"234,709"
GLUU,Glu Mobile Inc,Interactive Media,91.66,879.08,4.74,2.33,-1.33,-0.82,$6.03 ,"2,741,575"
GLW,Corning Inc,Hardware,99.87,"22,327.25",2.08,2.17,13.85,10.41,$29.03 ,"4,817,963"
GM,General Motors Co,Vehicles & Parts,99.79,"52,122.05",1.16,0.36,4.74,6.19,$36.48 ,"9,419,090"
GME,GameStop Corp,Retail - Cyclical,74.53,355.98,0.7,0.07,1.32,-9.27,$5.40 ,"4,120,880"
GMED,Globus Medical Inc,Medical Devices & Instruments,98.95,"5,856.83",4.38,7.8,21.68,19.03,$58.92 ,"467,394"
GMLP,Golar LNG Partners LP,Oil & Gas,48.11,607.07,1.07,2.01,42.85,-10.41,$8.76 ,"354,215"
GMRE,Global Medical REIT Inc,REITs,37.62,560.76,1.79,6.01,40.15,23.29,$13.08 ,"501,025"
GMS,GMS Inc,Construction,94.39,"1,141.11",1.64,0.36,5.18,2.38,$27.06 ,"431,262"
GNE,Genie Energy Ltd,Utilities - Regulated,41.25,216.15,2.71,0.74,2.38,5.57,$8.08 ,"144,212"
GNK,Genco Shipping & Trading Ltd,Transportation,92.93,453.46,0.45,1.15,3.43,-9.82,$10.86 ,"270,729"
GNL,Global Net Lease Inc,REITs,46.71,"1,784.71",1.11,5.43,31.48,9.73,$19.95 ,"621,686"
GNLN,Greenlane Holdings Inc,Healthcare Providers & Services,23.58,128.28,5.04,0.23,-10.09,-17.11,$3.06 ,"251,589"
GNRC,Generac Holdings Inc,Industrial Products,95.8,"6,377.41",6.82,2.92,17.3,11.85,$101.97 ,"711,011"
GNSS,LRAD Corp,Hardware,55.47,105.63,3.04,2.89,8.48,7.53,$3.20 ,"72,892"
GNTX,Gentex Corp,Vehicles & Parts,72.48,"7,331.15",3.8,3.98,26.93,23.09,$28.98 ,"1,431,145"
GO,Grocery Outlet Holding Corp,Retail - Defensive,35.08,"2,952.13",4,1.04,2.62,0.04,$33.21 ,"857,063"
GOGL,Golden Ocean Group Ltd,Transportation,29.37,821.46,0.55,1.35,15.43,3.3,$5.90 ,"254,386"
GOLD,Barrick Gold Corp,Metals & Mining,96.74,"32,685.37",1.61,3.29,18.08,15.57,$18.36 ,"10,826,624"
GOLF,Acushnet Holdings Corp,Travel & Leisure,73.85,"2,456.40",2.59,1.51,10.67,6.92,$32.68 ,"223,685"
GOOD,Gladstone Commercial Corp,REITs,40.89,702.98,2.72,5.95,31.82,10.31,$21.40 ,"162,845"
GOOG,Alphabet Inc,Interactive Media,48.48,"938,555.70",4.83,6.24,21.72,21.04,"$1,360.40 ","1,371,426"
GOOGL,Alphabet Inc,Interactive Media,49.77,"939,375.59",4.84,6.22,21.72,21.04,"$1,362.47 ","1,445,794"
GORO,Gold Resource Corp,Metals & Mining,65.06,367.21,2.31,2.81,12.49,5.25,$5.59 ,"795,453"
GPC,Genuine Parts Co,Retail - Cyclical,95.91,"15,401.07",4.23,0.8,5.69,4.14,$106 ,"621,835"
GPI,Group 1 Automotive Inc,Vehicles & Parts,99.21,"1,868.81",1.59,0.15,3.12,1.32,$100.37 ,"162,748"
GPK,Graphic Packaging Holding Co,Packaging & Containers,98.5,"4,861.64",3.12,0.81,8.8,3.6,$16.75 ,"2,939,056"
GPN,Global Payments Inc,Business Services,79.61,"55,147.56",1.98,7.87,20.03,10.59,$183.49 ,"1,730,324"
GPOR,Gulfport Energy Corp,Oil & Gas,90.72,503.08,0.14,0.35,32.43,25.83,$3.15 ,"4,710,945"
GPRE,Green Plains Inc,Chemicals,97.91,559.82,0.73,0.18,-3.97,-2.04,$15.57 ,"607,028"
GPRK,GeoPark Ltd,Oil & Gas,42.47,"1,295.43",9.87,2.26,42.22,14.66,$21.85 ,"185,483"
GPRO,GoPro Inc,Hardware,63.35,652.61,4.95,0.58,-6.15,-7.55,$4.19 ,"4,705,890"
GPS,Gap Inc,Retail - Cyclical,85.41,"6,693.26",1.85,0.41,7.29,4.97,$17.93 ,"6,969,674"
GPX,GP Strategies Corp,Education,99.33,225.26,1.15,0.4,2.74,1.08,$13.27 ,"47,421"
GRAM,Grana y Montero SAA,Construction,12.17,446.41,0.61,0.37,8.12,-1.67,$2.56 ,"106,376"
GRBK,Green Brick Partners Inc,Homebuilding & Construction,93.83,575.55,1.11,0.77,10.29,7.51,$11.40 ,"116,037"
GRC,Gorman-Rupp Co,Industrial Products,73.08,987.59,3.18,2.41,10.91,9.07,$37.79 ,"51,190"
GRFS,Grifols SA,Drug Manufacturers,24.52,"16,068.04",4.59,4.46,21.3,11.12,$23.37 ,"1,158,882"
GRIN,Grindrod Shipping Holdings Ltd,Transportation,22.5,123.84,0.45,0.39,-7.6,-7.79,$6.60 ,"15,094"
GRMN,Garmin Ltd,Hardware,65.28,"18,643.44",4.27,5.2,24.86,21.79,$98.07 ,"900,364"
GRPN,Groupon Inc,Interactive Media,83.38,"1,327.13",4.41,0.56,2.55,-2.21,$2.35 ,"5,910,267"
GRUB,GrubHub Inc,Interactive Media,96.3,"4,486.49",2.98,3.61,1.25,0.32,$49.06 ,"4,070,203"
GRVY,GRAVITY Co Ltd,Interactive Media,10.97,251.24,2.59,0.71,14.9,13.57,$36.15 ,"57,542"
GRWG,GrowGeneration Corp,Retail - Cyclical,1.37,157.49,3,2.44,0.41,-0.1,$4.29 ,"163,102"
GSB,GlobalSCAPE Inc,Software,39.03,172.16,9.36,4.59,40.39,32.32,$9.91 ,"209,353"
GSH,Guangshen Railway Co Ltd,Transportation,1.38,"2,443.81",0.75,1.11,6.57,4.35,$17.25 ,"17,775"
GSIT,GSI Technology Inc,Semiconductors,42.47,165.12,1.72,3.16,-0.54,0.51,$7.16 ,"26,616"
GSK,GlaxoSmithKline PLC,Drug Manufacturers,12.86,"116,441.41",7.71,2.75,24.79,13.8,$46.91 ,"2,858,672"
GSL,Global Ship Lease Inc,Transportation,35.48,158.71,0.26,0.36,41,-16.69,$9.04 ,"89,927"
GSS,Golden Star Resources Ltd,Metals & Mining,49.03,402.15,3.56,1.58,4.05,-5.63,$3.69 ,"372,524"
GT,Goodyear Tire & Rubber Co,Vehicles & Parts,100,"3,504.73",0.72,0.24,5.15,1.28,$15.07 ,"2,544,802"
GTE,Gran Tierra Energy Inc,Oil & Gas,97.45,467.92,0.47,0.86,21.87,0.14,$1.26 ,"2,174,546"
GTES,Gates Industrial Corp PLC,Industrial Products,6.07,"3,989.12",1.55,1.28,12.99,23.67,$13.75 ,"338,181"
GTLS,Chart Industries Inc,Industrial Products,71.17,"2,426.10",2.02,1.86,6.91,6.55,$67.77 ,"388,306"
GTN,Gray Television Inc,Media - Diversified,95.67,"2,148.53",1.43,1.05,21.98,9.24,$21.47 ,"710,200"
GTT,GTT Communications Inc,Telecommunication Services,79.32,550.09,2.01,0.31,7.83,-7.95,$9.71 ,"1,204,091"
GTY,Getty Realty Corp,REITs,51.1,"1,328.34",2.27,9.45,47.38,35.19,$32.24 ,"96,896"
GTYH,GTY Technology Holdings Inc,Software,45.31,296.01,0.84,0,546.68,159.69,$5.67 ,"115,970"
GVA,Granite Construction Inc,Construction,94.03,"1,287.73",1.05,0.38,-3.44,-3.11,$27.55 ,"1,302,223"
GWR,Genesee & Wyoming Inc,Transportation,90.58,"6,385.03",1.82,2.82,17.97,9.28,$111.94 ,"577,937"
GWW,W.W. Grainger Inc,Industrial Distribution,96.2,"18,255.81",9.75,1.64,12.02,8.38,$338.91 ,"334,406"
H,Hyatt Hotels Corp,Travel & Leisure,46.76,"9,319.09",2.51,2,4.71,9.97,$90.70 ,"525,220"
HA,Hawaiian Holdings Inc,Transportation,98.97,"1,415.01",1.34,0.52,11.61,7.3,$30.37 ,"502,217"
HABT,The Habit Restaurants Inc,Restaurants,86.9,272.88,2.09,0.48,1.63,0.79,$10.45 ,"355,834"
HAIN,The Hain Celestial Group Inc,Consumer Packaged Goods,66.68,"2,675.12",1.81,1.2,3.51,-11.37,$25.64 ,"733,607"
HAL,Halliburton Co,Oil & Gas,74.58,"21,541.32",2.18,0.92,9.16,5.12,$24.54 ,"11,847,730"
HAS,Hasbro Inc,Travel & Leisure,97.12,"14,362.03",7.21,2.85,10.09,5.59,$104.96 ,"1,493,648"
HAYN,Haynes International Inc,Industrial Products,52.07,447.6,1.52,0.91,3.61,1.99,$35.77 ,"81,008"
HBB,Hamilton Beach Brands Holding Co,Hardware,52.06,256.16,4.8,0.37,3.3,1.8,$18.95 ,"49,700"
HBI,Hanesbrands Inc,Manufacturing - Apparel & Accessories,58.45,"5,309.71",4.33,0.78,12.84,8.35,$14.68 ,"5,824,305"
HBIO,Harvard Bioscience Inc,Medical Devices & Instruments,78.7,114.96,1.49,0.94,1.71,-1.99,$3.02 ,"95,970"
HBM,Hudbay Minerals Inc,Metals & Mining,90.55,"1,088.49",0.59,0.86,8.55,-27.18,$4.17 ,"758,985"
HCAT,Health Catalyst Inc,Healthcare Providers & Services,25.71,"1,205.20",5.84,6.53,-36.69,-40.27,$32.96 ,"243,001"
HCC,Warrior Met Coal Inc,Steel,7.63,"1,075.06",1.43,0.76,36.39,46.01,$21.05 ,"941,341"
HCCI,Heritage-Crystal Clean Inc,Waste Management,87.8,736.85,2.78,1.78,1.01,3.12,$31.78 ,"45,454"
HCKT,The Hackett Group Inc,Software,99.9,476.86,3.44,1.83,12.53,7.45,$15.95 ,"121,119"
HCSG,Healthcare Services Group Inc,Healthcare Providers & Services,93.74,"1,823.30",4.02,0.97,5.02,4.08,$24.60 ,"586,177"
HDS,HD Supply Holdings Inc,Industrial Distribution,82.88,"6,574.09",5.04,1.11,11.87,7.51,$40.54 ,"1,184,381"
HE,Hawaiian Electric Industries Inc,Utilities - Regulated,78.8,"5,087.92",2.26,1.76,11.42,6.98,$46.69 ,"394,695"
HEAR,Turtle Beach Corp,Hardware,59.35,126.87,3.05,0.55,9.19,9.08,$8.74 ,"390,988"
HEES,H&E Equipment Services Inc,Business Services,99.53,"1,185.89",4.04,0.89,13.88,6.71,$33.08 ,"229,203"
HEI,Heico Corp,Aerospace & Defense,35.07,"13,520.78",7.47,6.03,22.24,15.95,$115.40 ,"495,548"
HEI.A,Heico Corp,Aerospace & Defense,69.15,"13,584.78",7.52,6.09,22.24,15.95,$90.93 ,"315,477"
HELE,Helen Of Troy Ltd,Consumer Packaged Goods,99.69,"4,523.98",4.17,2.87,13.02,10.8,$179.78 ,"136,032"
